id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,min_nights_ratio,availability_rate,price_category
165,Unknown,46093,Michael,Staten Island,Tompkinsville,40.57978,-73.74614,Entire Home/Apt,226.0,73.5,127.0,,3.6,19.0,278,0.20136986301369864,0.7616438356164383,High
921,Quiet private room,29108,Lisa,Bronx,Fordham,40.56054,-73.70499,Entire Home/Apt,162.0,73.5,227.0,2012-01-07,8.33,4.0,45,0.20136986301369864,0.1232876712328767,High
169,Unknown,91906,Maria,Brooklyn,Kensington,40.54041,-73.97929,Shared Room,369.0,1.0,80.0,,3.18,20.0,362,0.0027397260273972603,0.9917808219178083,Luxury
757,Beautiful loft,16216,David,Manhattan,East Village,40.80899,-74.08245,Private Room,364.0,1.0,114.0,2016-11-19,2.3,4.0,227,0.0027397260273972603,0.6219178082191781,Luxury
380,  Spacious 2BR  ,68284,Chris,Brooklyn,Greenpoint,40.60739,-73.85986,Private Room,483.0,1.0,387.0,,0.0,11.0,218,0.0027397260273972603,0.5972602739726027,Luxury
596,Unknown,54609,James,Staten Island,Stapleton,40.80947,-73.9065,Entire Home/Apt,257.0,30.0,307.0,2017-08-11,2.92,2.0,259,0.0821917808219178,0.7095890410958904,High
464,Cozy apartment near park,14970,Robert,Queens,Ridgewood,40.57594,-73.94474,Entire Home/Apt,735.75,7.0,163.0,,5.2,13.0,308,0.019178082191780823,0.8438356164383561,Luxury
959,Cozy apartment near park,20842,Michael,Queens,Long Island City,40.58871,-74.02673,Shared Room,369.0,30.0,151.0,2014-12-12,2.57,14.0,123,0.0821917808219178,0.336986301369863,Luxury
990,Unknown,35825,Sarah,Manhattan,Chelsea,40.57269,-73.75862,Private Room,184.0,2.0,6.0,2018-05-05,3.69,6.0,301,0.005479452054794521,0.8246575342465754,High
488,Quiet private room,84009,Unknown,Bronx,Mott Haven,40.57687,-74.04152,Entire Home/Apt,49.0,1.0,315.0,,3.81,8.0,268,0.0027397260273972603,0.7342465753424657,Budget
340,Sunny room in the heart of NYC,84435,Chris,Staten Island,Stapleton,40.83383,-73.97843,Entire Home/Apt,0.0,73.5,378.0,2018-01-04,1.55,16.0,153,0.20136986301369864,0.4191780821917808,
325,  Spacious 2BR  ,29369,Olivia,Staten Island,Tompkinsville,40.74145,-73.78418,Private Room,142.0,73.5,87.0,2019-04-03,8.57,19.0,250,0.20136986301369864,0.684931506849315,Mid-range
348,Unknown,15067,Michael,Bronx,Mott Haven,40.80161,-74.09827,Entire Home/Apt,174.0,1.0,109.0,2019-12-16,6.98,6.0,94,0.0027397260273972603,0.25753424657534246,High
233,  Spacious 2BR  ,8531,Emma,Brooklyn,Williamsburg,40.60524,-73.95167,Entire Home/Apt,252.0,73.5,19.0,,5.21,6.0,364,0.20136986301369864,0.9972602739726028,High
171,Cozy apartment near park,15160,Michael,Queens,Long Island City,40.88523,-73.77134,Shared Room,115.0,5.0,228.0,2011-07-05,6.93,1.0,179,0.0136986301369863,0.4904109589041096,Mid-range
111,Unknown,41392,James,Queens,Astoria,40.85956,-73.92181,Entire Home/Apt,328.0,1.0,232.0,2013-09-14,0.0,1.0,286,0.0027397260273972603,0.7835616438356164,Luxury
994,Beautiful loft,83483,Olivia,Queens,Long Island City,40.66012,-73.97043,Entire Home/Apt,97.0,2.0,99.0,2018-01-04,9.11,12.0,330,0.005479452054794521,0.9041095890410958,Mid-range
535,Sunny room in the heart of NYC,74525,Unknown,Manhattan,Harlem,40.58551,-73.87301,Entire Home/Apt,35.0,5.0,119.0,2019-02-13,6.02,9.0,269,0.0136986301369863,0.736986301369863,Budget
58,Cozy apartment near park,85518,Michael,Manhattan,Harlem,40.6119,-73.82389,Private Room,238.0,5.0,227.0,2018-04-28,1.0,12.0,351,0.0136986301369863,0.9616438356164384,High
337,Beautiful loft,48325,Sofia,Manhattan,Chelsea,40.77083,-73.71695,Private Room,735.75,73.5,201.0,2014-11-08,6.05,13.0,28,0.20136986301369864,0.07671232876712329,Luxury
7,Quiet private room,40117,David,Brooklyn,Greenpoint,40.6174,-74.03674,Private Room,358.0,1.0,369.0,,5.08,17.0,54,0.0027397260273972603,0.14794520547945206,Luxury
628,Modern studio,56372,Michael,Bronx,Concourse,40.76235,-73.93821,Private Room,381.0,1.0,82.0,,3.85,2.0,468,0.0027397260273972603,1.2821917808219179,Luxury
139,Beautiful loft,85575,Emma,Bronx,Mott Haven,40.64932,-74.04346,Shared Room,186.0,7.0,214.0,2013-10-13,1.87,6.0,325,0.019178082191780823,0.8904109589041096,High
164,Modern studio,81868,Unknown,Brooklyn,Greenpoint,40.65309,-73.92933,Entire Home/Apt,232.0,5.0,109.0,2013-05-09,8.84,8.0,17,0.0136986301369863,0.04657534246575343,High
829,Sunny room in the heart of NYC,82899,Michael,Bronx,Riverdale,40.71956,-73.76876,Private Room,162.0,1.0,218.0,2018-05-04,6.99,15.0,45,0.0027397260273972603,0.1232876712328767,High
319,Cozy apartment near park,11580,David,Brooklyn,Bushwick,40.72136,-73.92454,Private Room,116.0,73.5,20.0,,6.13,1.0,490,0.20136986301369864,1.3424657534246576,Mid-range
831,Modern studio,99635,David,Manhattan,Harlem,40.5229,-73.84766,Entire Home/Apt,305.0,73.5,13.0,2013-06-11,6.73,10.0,258,0.20136986301369864,0.7068493150684931,Luxury
44,Cozy apartment near park,61552,Maria,Staten Island,St. George,40.88807,-73.93833,Entire Home/Apt,159.0,73.5,0.0,,0.0,14.0,336,0.20136986301369864,0.9205479452054794,High
557,Beautiful loft,98048,Maria,Brooklyn,Greenpoint,40.63252,-74.07565,Entire Home/Apt,319.0,5.0,345.0,,7.02,16.0,264,0.0136986301369863,0.7232876712328767,Luxury
64,Unknown,30392,Olivia,Brooklyn,Kensington,40.66917,-73.73366,Entire Home/Apt,370.0,1.0,147.0,2015-04-06,5.08,4.0,79,0.0027397260273972603,0.21643835616438356,Luxury
587,Beautiful loft,63535,Sofia,Bronx,Riverdale,40.73659,-73.85335,Entire Home/Apt,452.0,1.0,37.0,,4.5,5.0,223,0.0027397260273972603,0.6109589041095891,Luxury
902,Cozy apartment near park,35217,Unknown,Bronx,Concourse,40.84479,-74.09105,Entire Home/Apt,73.0,2.0,66.0,,9.45,6.0,54,0.005479452054794521,0.14794520547945206,Budget
39,  Spacious 2BR  ,69494,Unknown,Brooklyn,Bedford-Stuyvesant,40.55968,-73.87486,Entire Home/Apt,381.0,3.0,43.0,2014-02-18,6.07,13.0,316,0.00821917808219178,0.8657534246575342,Luxury
329,Beautiful loft,93974,Lisa,Brooklyn,Kensington,40.52063,-73.94682,Private Room,375.0,30.0,316.0,2011-12-06,6.49,7.0,360,0.0821917808219178,0.9863013698630136,Luxury
460,Cozy apartment near park,69164,David,Brooklyn,Bedford-Stuyvesant,40.81758,-73.96067,Private Room,234.0,30.0,337.0,2012-12-13,6.08,19.0,364,0.0821917808219178,0.9972602739726028,High
298,Cozy apartment near park,19208,Daniel,Bronx,Riverdale,40.88235,-74.07216,Private Room,257.0,1.0,350.0,,6.61,19.0,46,0.0027397260273972603,0.12602739726027398,High
976,  Spacious 2BR  ,21260,Unknown,Brooklyn,Greenpoint,40.89697,-73.96413,Private Room,0.0,2.0,245.0,,0.68,17.0,192,0.005479452054794521,0.5260273972602739,
529,Unknown,lalsa,Sarah,Manhattan,Upper West Side,40.54907,-74.04327,Private Room,265.0,3.0,92.0,2012-02-16,9.13,1.0,106,0.00821917808219178,0.29041095890410956,High
515,Cozy apartment near park,35449,Sofia,Bronx,Fordham,40.74787,-73.82777,Shared Room,235.0,30.0,187.0,2019-10-11,0.84,2.0,211,0.0821917808219178,0.5780821917808219,High
922,Beautiful loft,92793,Lisa,Bronx,Mott Haven,40.78789,-73.74222,Entire Home/Apt,149.0,5.0,95.0,2014-01-09,5.57,1.0,48,0.0136986301369863,0.13150684931506848,Mid-range
805,Beautiful loft,53751,Maria,Bronx,Fordham,40.77581,-74.02233,Private Room,112.0,5.0,15.0,2016-07-26,1.04,7.0,262,0.0136986301369863,0.7178082191780822,Mid-range
206,Modern studio,28487,Unknown,Staten Island,Tompkinsville,40.78001,-73.80063,Entire Home/Apt,100.0,5.0,359.0,,9.36,20.0,323,0.0136986301369863,0.8849315068493151,Mid-range
772,Modern studio,4018,Maria,Queens,Ridgewood,40.59287,-73.76109,Private Room,227.0,7.0,364.0,2018-05-08,8.88,18.0,314,0.019178082191780823,0.8602739726027397,High
854,Unknown,73170,Lisa,Brooklyn,Greenpoint,40.83959,-74.0411,Private Room,45.0,73.5,390.0,,4.35,13.0,136,0.20136986301369864,0.3726027397260274,Budget
143,Beautiful loft,68425,Daniel,Bronx,Mott Haven,40.82218,-73.87197,Private Room,135.0,73.5,143.0,2019-11-03,2.93,4.0,293,0.20136986301369864,0.8027397260273973,Mid-range
724,Cozy apartment near park,97396,Chris,Brooklyn,Williamsburg,40.56497,-73.84588,Private Room,417.0,73.5,151.0,2017-09-21,2.19,8.0,128,0.20136986301369864,0.3506849315068493,Luxury
376,Quiet private room,36755,Anna,Brooklyn,Kensington,40.6831,-74.055,Entire Home/Apt,393.0,1.0,63.0,2016-02-07,1.81,19.0,86,0.0027397260273972603,0.2356164383561644,Luxury
306,Unknown,99665,Maria,Manhattan,East Village,40.59448,-74.02768,Shared Room,163.0,73.5,16.0,2016-05-02,9.34,14.0,78,0.20136986301369864,0.2136986301369863,High
186,Unknown,35003,Michael,Queens,Long Island City,40.84293,-73.77599,Private Room,490.0,7.0,338.0,2016-05-11,0.26,14.0,254,0.019178082191780823,0.6958904109589041,Luxury
245,Beautiful loft,25102,Sofia,Brooklyn,Williamsburg,40.78417,-73.85785,Shared Room,192.0,7.0,138.0,,5.21,1.0,230,0.019178082191780823,0.6301369863013698,High
601,Quiet private room,64353,Michael,Bronx,Riverdale,40.68356,-74.06013,Entire Home/Apt,41.0,73.5,241.0,,2.23,10.0,208,0.20136986301369864,0.5698630136986301,Budget
674,Modern studio,16765,David,Queens,Ridgewood,40.80531,-73.99485,Entire Home/Apt,372.0,5.0,218.0,2011-05-09,2.28,18.0,234,0.0136986301369863,0.6410958904109589,Luxury
527,Sunny room in the heart of NYC,82015,Anna,Manhattan,Upper West Side,40.60409,-73.87884,Private Room,420.0,5.0,104.0,2012-02-01,0.13,18.0,303,0.0136986301369863,0.8301369863013699,Luxury
985,Sunny room in the heart of NYC,78872,Sofia,Staten Island,St. George,40.62822,-73.8306,Private Room,365.0,1.0,347.0,,5.34,20.0,252,0.0027397260273972603,0.6904109589041096,Luxury
229,Modern studio,56769,Emma,Manhattan,East Village,40.71193,-74.00821,Private Room,477.0,30.0,393.0,,9.08,5.0,356,0.0821917808219178,0.9753424657534246,Luxury
850,Sunny room in the heart of NYC,89592,Unknown,Brooklyn,Bushwick,40.78246,-73.85049,Private Room,236.0,7.0,392.0,2017-10-11,6.42,15.0,307,0.019178082191780823,0.8410958904109589,High
362,Cozy apartment near park,6535,John,Manhattan,East Village,40.86226,-74.0192,Entire Home/Apt,253.0,3.0,69.0,2011-05-26,6.59,16.0,90,0.00821917808219178,0.2465753424657534,High
62,Quiet private room,15996,Michael,Staten Island,St. George,40.74973,-73.86585,Shared Room,63.0,5.0,195.0,,6.06,18.0,50,0.0136986301369863,0.136986301369863,Budget
621,Unknown,14134,James,Manhattan,Upper West Side,40.86051,-73.97105,Shared Room,223.0,1.0,322.0,2016-01-06,4.76,6.0,172,0.0027397260273972603,0.4712328767123288,High
512,Beautiful loft,90320,Robert,Bronx,Mott Haven,40.84752,-74.08504,Entire Home/Apt,225.0,1.0,77.0,,9.53,5.0,118,0.0027397260273972603,0.3232876712328767,High
352,Sunny room in the heart of NYC,97704,Emma,Staten Island,Tompkinsville,40.70457,-74.04105,Entire Home/Apt,237.0,30.0,55.0,2012-05-16,2.32,2.0,68,0.0821917808219178,0.1863013698630137,High
541,  Spacious 2BR  ,51470,Sarah,Staten Island,St. George,40.72341,-73.75085,Shared Room,394.0,2.0,355.0,,2.13,7.0,343,0.005479452054794521,0.9397260273972603,Luxury
591,Modern studio,12385,Sofia,Staten Island,Tompkinsville,40.67793,-74.04953,Private Room,322.0,30.0,151.0,,4.45,5.0,221,0.0821917808219178,0.6054794520547945,Luxury
543,Unknown,70584,James,Brooklyn,Bedford-Stuyvesant,40.54083,-73.91562,Private Room,475.0,1.0,381.0,2012-04-01,1.88,15.0,14,0.0027397260273972603,0.038356164383561646,Luxury
468,Cozy apartment near park,56982,Sarah,Queens,Long Island City,40.85889,-74.01609,Private Room,386.0,2.0,376.0,,1.03,6.0,75,0.005479452054794521,0.2054794520547945,Luxury
499,Unknown,14938,Olivia,Brooklyn,Bedford-Stuyvesant,40.75779,-74.0825,Entire Home/Apt,735.75,2.0,394.0,2012-05-05,6.0,18.0,4,0.005479452054794521,0.010958904109589041,Luxury
134,Quiet private room,91133,Emma,Manhattan,Midtown,40.77099,-73.94015,Entire Home/Apt,318.0,5.0,220.0,2012-01-04,2.23,19.0,265,0.0136986301369863,0.726027397260274,Luxury
797,Modern studio,jdhja,Unknown,Queens,Flushing,40.84767,-74.03433,Private Room,388.0,3.0,212.0,2012-11-08,0.43,16.0,71,0.00821917808219178,0.19452054794520549,Luxury
704,Unknown,98005,James,Manhattan,Chelsea,40.7784,-73.92035,Private Room,735.75,2.0,36.0,2012-02-06,0.67,9.0,274,0.005479452054794521,0.7506849315068493,Luxury
570,Sunny room in the heart of NYC,73029,Emma,Manhattan,Harlem,40.74326,-73.94824,Entire Home/Apt,445.0,1.0,282.0,2018-01-13,6.96,5.0,220,0.0027397260273972603,0.6027397260273972,Luxury
566,Modern studio,17671,Sarah,Manhattan,Midtown,40.64084,-73.85261,Private Room,453.0,73.5,70.0,,3.77,17.0,36,0.20136986301369864,0.09863013698630137,Luxury
110,Beautiful loft,27497,David,Bronx,Mott Haven,40.81495,-73.8898,Private Room,416.0,73.5,360.0,,0.63,19.0,280,0.20136986301369864,0.7671232876712328,Luxury
432,Cozy apartment near park,17822,Emma,Manhattan,East Village,40.67152,-73.72323,Shared Room,190.0,7.0,107.0,,0.0,10.0,71,0.019178082191780823,0.19452054794520549,High
375,  Spacious 2BR  ,35108,Michael,Queens,Ridgewood,40.89783,-73.79453,Shared Room,114.0,1.0,284.0,2018-07-01,0.56,6.0,93,0.0027397260273972603,0.2547945205479452,Mid-range
263,Unknown,19141,Unknown,Queens,Long Island City,40.77589,-73.98962,Private Room,425.0,73.5,261.0,,0.95,9.0,235,0.20136986301369864,0.6438356164383562,Luxury
710,Quiet private room,61284,Michael,Staten Island,St. George,40.61475,-73.80761,Entire Home/Apt,214.0,7.0,131.0,,4.32,14.0,153,0.019178082191780823,0.4191780821917808,High
695,Cozy apartment near park,13516,Robert,Brooklyn,Bushwick,40.7532,-73.96411,Entire Home/Apt,209.0,1.0,268.0,,9.82,6.0,30,0.0027397260273972603,0.0821917808219178,High
501,Sunny room in the heart of NYC,37937,Anna,Bronx,Mott Haven,40.65415,-73.95868,Entire Home/Apt,42.0,3.0,115.0,,4.92,12.0,56,0.00821917808219178,0.15342465753424658,Budget
761,Beautiful loft,17640,Olivia,Manhattan,Midtown,40.6899,-73.90851,Private Room,139.0,1.0,88.0,,5.42,17.0,36,0.0027397260273972603,0.09863013698630137,Mid-range
967,Cozy apartment near park,51845,John,Brooklyn,Greenpoint,40.74615,-73.74324,Entire Home/Apt,364.0,73.5,183.0,2016-12-04,5.68,3.0,75,0.20136986301369864,0.2054794520547945,Luxury
149,Unknown,51335,Lisa,Manhattan,Harlem,40.67604,-73.81103,Private Room,342.0,1.0,210.0,2018-03-04,1.41,12.0,63,0.0027397260273972603,0.1726027397260274,Luxury
887,Sunny room in the heart of NYC,95147,Chris,Bronx,Riverdale,40.84195,-73.80324,Private Room,291.0,7.0,336.0,,3.93,15.0,281,0.019178082191780823,0.7698630136986301,High
919,Modern studio,57270,Emma,Staten Island,Stapleton,40.51807,-73.8581,Entire Home/Apt,123.0,7.0,359.0,2015-10-13,5.47,1.0,135,0.019178082191780823,0.3698630136986301,Mid-range
870,  Spacious 2BR  ,9320,Anna,Brooklyn,Kensington,40.66066,-73.9438,Shared Room,150.0,2.0,276.0,2013-01-20,2.76,15.0,39,0.005479452054794521,0.10684931506849316,Mid-range
159,Unknown,75425,Chris,Brooklyn,Bushwick,40.8382,-73.93478,Entire Home/Apt,0.0,5.0,234.0,2012-04-10,1.34,2.0,201,0.0136986301369863,0.5506849315068493,
643,  Spacious 2BR  ,94929,Unknown,Staten Island,Stapleton,40.89568,-73.81409,Private Room,427.0,30.0,246.0,2011-05-26,8.28,17.0,20,0.0821917808219178,0.0547945205479452,Luxury
800,Unknown,59884,Unknown,Bronx,Riverdale,40.85661,-73.75913,Private Room,260.0,2.0,342.0,2015-09-07,5.31,8.0,20,0.005479452054794521,0.0547945205479452,High
565,Sunny room in the heart of NYC,48128,Lisa,Queens,Elmhurst,40.67363,-73.88859,Entire Home/Apt,133.0,2.0,44.0,,2.04,14.0,71,0.005479452054794521,0.19452054794520549,Mid-range
514,Beautiful loft,34557,Sarah,Queens,Elmhurst,40.56459,-73.98795,Entire Home/Apt,116.0,5.0,180.0,2012-06-02,7.72,15.0,132,0.0136986301369863,0.36164383561643837,Mid-range
24,Sunny room in the heart of NYC,63277,Emma,Manhattan,Midtown,40.7477,-74.06265,Entire Home/Apt,293.0,2.0,344.0,,1.48,20.0,23,0.005479452054794521,0.06301369863013699,High
730,Modern studio,???,Unknown,Manhattan,Chelsea,40.64783,-73.71183,Entire Home/Apt,382.0,1.0,9.0,,2.1,16.0,167,0.0027397260273972603,0.4575342465753425,Luxury
129,Sunny room in the heart of NYC,65634,David,Staten Island,Tompkinsville,40.72381,-73.70291,Entire Home/Apt,73.0,2.0,292.0,2019-03-22,1.7,5.0,137,0.005479452054794521,0.37534246575342467,Budget
309,Unknown,9906,Sarah,Brooklyn,Greenpoint,40.79373,-73.86451,Entire Home/Apt,375.0,2.0,266.0,,3.14,1.0,5,0.005479452054794521,0.0136986301369863,Luxury
275,Quiet private room,80377,Anna,Queens,Astoria,40.62134,-73.80176,Private Room,241.0,3.0,77.0,2014-05-02,0.27,19.0,313,0.00821917808219178,0.8575342465753425,High
883,Unknown,91486,Emma,Brooklyn,Bedford-Stuyvesant,40.6213,-73.75955,Private Room,379.0,73.5,315.0,,9.95,8.0,251,0.20136986301369864,0.6876712328767123,Luxury
504,Unknown,71282,Sarah,Staten Island,Tompkinsville,40.7407,-73.84536,Entire Home/Apt,385.0,1.0,334.0,,4.98,8.0,273,0.0027397260273972603,0.7479452054794521,Luxury
243,Unknown,54970,Olivia,Queens,Elmhurst,40.60172,-73.76441,Entire Home/Apt,60.0,1.0,230.0,2016-05-12,5.61,4.0,131,0.0027397260273972603,0.3589041095890411,Budget
363,Modern studio,77076,Emma,Brooklyn,Greenpoint,40.85871,-73.83133,Shared Room,491.0,1.0,203.0,2013-04-04,7.35,17.0,61,0.0027397260273972603,0.16712328767123288,Luxury
975,Beautiful loft,91474,Sofia,Brooklyn,Greenpoint,40.67461,-73.88579,Entire Home/Apt,425.0,5.0,281.0,,0.0,16.0,291,0.0136986301369863,0.7972602739726027,Luxury
709,Unknown,81295,Chris,Brooklyn,Greenpoint,40.72546,-74.07043,Entire Home/Apt,420.0,30.0,292.0,,3.87,9.0,121,0.0821917808219178,0.3315068493150685,Luxury
839,Quiet private room,39191,Unknown,Manhattan,Chelsea,40.83217,-73.98983,Private Room,286.0,1.0,238.0,2011-11-23,0.39,8.0,351,0.0027397260273972603,0.9616438356164384,High
787,Beautiful loft,43799,Chris,Brooklyn,Bedford-Stuyvesant,40.76777,-73.77532,Private Room,282.0,5.0,315.0,2016-09-08,5.59,17.0,169,0.0136986301369863,0.46301369863013697,High
368,Unknown,78858,Emma,Brooklyn,Williamsburg,40.66026,-73.84868,Entire Home/Apt,358.0,5.0,294.0,2012-06-02,5.17,14.0,332,0.0136986301369863,0.9095890410958904,Luxury
958,Cozy apartment near park,96073,James,Bronx,Concourse,40.68889,-74.05377,Shared Room,161.0,1.0,210.0,,8.05,3.0,275,0.0027397260273972603,0.7534246575342466,High
552,Cozy apartment near park,57403,John,Manhattan,Upper West Side,40.52585,-73.98211,Private Room,185.0,30.0,20.0,,1.24,12.0,250,0.0821917808219178,0.684931506849315,High
524,Unknown,61810,John,Staten Island,Stapleton,40.66826,-74.01085,Private Room,0.0,30.0,282.0,2017-02-07,9.51,14.0,179,0.0821917808219178,0.4904109589041096,
998,Quiet private room,30105,David,Manhattan,Midtown,40.67708,-73.82028,Private Room,384.0,2.0,267.0,2013-01-10,8.53,12.0,353,0.005479452054794521,0.9671232876712329,Luxury
532,Unknown,95030,Sarah,Manhattan,Chelsea,40.7206,-73.98227,Entire Home/Apt,77.0,30.0,223.0,2019-07-07,1.74,9.0,351,0.0821917808219178,0.9616438356164384,Mid-range
135,  Spacious 2BR  ,28114,Unknown,Queens,Elmhurst,40.63799,-74.09017,Private Room,383.0,1.0,151.0,2017-04-02,0.0,17.0,159,0.0027397260273972603,0.43561643835616437,Luxury
250,  Spacious 2BR  ,60682,Unknown,Staten Island,St. George,40.77757,-73.99125,Private Room,495.0,73.5,137.0,,1.83,20.0,148,0.20136986301369864,0.4054794520547945,Luxury
918,Sunny room in the heart of NYC,50464,Unknown,Brooklyn,Kensington,40.51761,-73.74017,Private Room,87.0,2.0,90.0,,5.54,12.0,114,0.005479452054794521,0.31232876712328766,Mid-range
16,Beautiful loft,15029,James,Manhattan,Chelsea,40.74467,-73.70511,Private Room,308.0,73.5,4.0,,9.39,18.0,68,0.20136986301369864,0.1863013698630137,Luxury
160,  Spacious 2BR  ,14848,Emma,Manhattan,Chelsea,40.83276,-73.9695,Shared Room,440.0,30.0,139.0,2014-07-02,7.8,6.0,299,0.0821917808219178,0.8191780821917808,Luxury
494,Cozy apartment near park,23427,Robert,Manhattan,Midtown,40.87145,-73.89488,Private Room,386.0,73.5,362.0,2019-10-05,2.97,8.0,137,0.20136986301369864,0.37534246575342467,Luxury
49,Unknown,11527,Lisa,Manhattan,Harlem,40.68277,-73.81102,Private Room,81.0,7.0,335.0,2013-02-16,0.0,11.0,354,0.019178082191780823,0.9698630136986301,Mid-range
862,Beautiful loft,43339,Olivia,Staten Island,Stapleton,40.5873,-74.07027,Private Room,222.0,73.5,151.0,,7.26,2.0,86,0.20136986301369864,0.2356164383561644,High
995,  Spacious 2BR  ,25419,Chris,Staten Island,St. George,40.70766,-73.70637,Entire Home/Apt,218.0,1.0,12.0,,1.79,11.0,65,0.0027397260273972603,0.1780821917808219,High
685,Sunny room in the heart of NYC,41086,Chris,Queens,Long Island City,40.79628,-73.79867,Private Room,310.0,1.0,255.0,2012-12-06,5.39,4.0,116,0.0027397260273972603,0.3178082191780822,Luxury
327,Cozy apartment near park,93183,Emma,Brooklyn,Bedford-Stuyvesant,40.79271,-73.72003,Private Room,415.0,1.0,210.0,,0.17,15.0,342,0.0027397260273972603,0.936986301369863,Luxury
358,Sunny room in the heart of NYC,30607,Sofia,Queens,Ridgewood,40.75418,-73.71036,Shared Room,253.0,1.0,274.0,2014-09-05,2.98,20.0,293,0.0027397260273972603,0.8027397260273973,High
777,Sunny room in the heart of NYC,11098,James,Manhattan,Midtown,40.81324,-73.75127,Private Room,56.0,1.0,147.0,,2.37,10.0,100,0.0027397260273972603,0.273972602739726,Budget
128,Unknown,73642,Olivia,Queens,Astoria,40.60791,-74.047,Entire Home/Apt,257.0,1.0,220.0,,0.0,3.0,13,0.0027397260273972603,0.03561643835616438,High
295,Unknown,92699,Emma,Staten Island,St. George,40.53891,-73.97584,Entire Home/Apt,500.0,30.0,240.0,2014-05-04,2.59,11.0,186,0.0821917808219178,0.5095890410958904,Luxury
386,Unknown,2032,Michael,Staten Island,St. George,40.88555,-73.9114,Private Room,408.0,5.0,299.0,2014-10-04,8.3,4.0,200,0.0136986301369863,0.547945205479452,Luxury
238,Unknown,33728,David,Manhattan,Chelsea,40.87885,-73.82676,Shared Room,323.0,2.0,255.0,,8.73,20.0,105,0.005479452054794521,0.2876712328767123,Luxury
168,Beautiful loft,20360,Daniel,Staten Island,St. George,40.6912,-73.96731,Entire Home/Apt,142.0,73.5,103.0,,9.19,19.0,165,0.20136986301369864,0.4520547945205479,Mid-range
433,Unknown,44286,Michael,Queens,Long Island City,40.81146,-73.88496,Entire Home/Apt,415.0,5.0,300.0,,9.22,19.0,78,0.0136986301369863,0.2136986301369863,Luxury
716,  Spacious 2BR  ,77831,Anna,Bronx,Riverdale,40.76555,-74.04134,Entire Home/Apt,157.0,30.0,49.0,2011-03-13,3.8,12.0,87,0.0821917808219178,0.23835616438356164,High
81,Cozy apartment near park,15530,Chris,Brooklyn,Bushwick,40.74355,-73.9307,Private Room,310.0,3.0,121.0,2015-02-02,4.2,16.0,318,0.00821917808219178,0.8712328767123287,Luxury
898,Beautiful loft,90527,Unknown,Queens,Ridgewood,40.76606,-73.97941,Entire Home/Apt,263.0,73.5,53.0,2013-06-05,0.91,13.0,11,0.20136986301369864,0.030136986301369864,High
335,  Spacious 2BR  ,44421,Unknown,Manhattan,Chelsea,40.56504,-73.97938,Shared Room,259.0,1.0,207.0,2018-03-15,1.57,10.0,279,0.0027397260273972603,0.7643835616438356,High
31,Sunny room in the heart of NYC,22465,Anna,Manhattan,Upper West Side,40.72559,-74.01281,Private Room,272.0,3.0,392.0,,9.64,10.0,58,0.00821917808219178,0.1589041095890411,High
827,  Spacious 2BR  ,39736,Unknown,Bronx,Concourse,40.72692,-73.71855,Private Room,334.0,7.0,88.0,2018-05-11,6.07,13.0,10,0.019178082191780823,0.0273972602739726,Luxury
735,Cozy apartment near park,50155,Chris,Queens,Flushing,40.73459,-73.97088,Private Room,262.0,1.0,63.0,2011-06-18,3.69,18.0,161,0.0027397260273972603,0.4410958904109589,High
317,  Spacious 2BR  ,41283,Anna,Bronx,Mott Haven,40.76153,-73.91151,Entire Home/Apt,0.0,73.5,23.0,,0.15,4.0,323,0.20136986301369864,0.8849315068493151,
419,Sunny room in the heart of NYC,78045,Sarah,Staten Island,Stapleton,40.68568,-73.92876,Private Room,35.0,73.5,317.0,,7.83,7.0,232,0.20136986301369864,0.6356164383561644,Budget
758,Sunny room in the heart of NYC,56345,Sarah,Manhattan,East Village,40.78336,-73.74092,Entire Home/Apt,387.0,5.0,325.0,2019-02-14,0.35,3.0,223,0.0136986301369863,0.6109589041095891,Luxury
700,Modern studio,25651,Unknown,Staten Island,Tompkinsville,40.62861,-73.90636,Entire Home/Apt,42.0,7.0,156.0,,6.99,3.0,270,0.019178082191780823,0.7397260273972602,Budget
28,Quiet private room,55921,Emma,Queens,Elmhurst,40.80792,-73.72158,Entire Home/Apt,245.0,1.0,391.0,2017-08-01,0.0,10.0,199,0.0027397260273972603,0.5452054794520548,High
413,Quiet private room,65751,Unknown,Bronx,Mott Haven,40.69714,-73.81838,Private Room,215.0,73.5,107.0,,3.97,6.0,142,0.20136986301369864,0.38904109589041097,High
123,Cozy apartment near park,90658,Sarah,Staten Island,St. George,40.71058,-73.77391,Entire Home/Apt,153.0,3.0,203.0,2012-06-13,5.65,3.0,356,0.00821917808219178,0.9753424657534246,High
796,Beautiful loft,43412,Olivia,Brooklyn,Williamsburg,40.5766,-74.07358,Entire Home/Apt,216.0,1.0,129.0,2017-03-27,4.64,15.0,203,0.0027397260273972603,0.5561643835616439,High
508,Unknown,13050,David,Brooklyn,Greenpoint,40.85039,-73.87834,Private Room,735.75,3.0,292.0,,4.24,17.0,80,0.00821917808219178,0.2191780821917808,Luxury
